43, 84 
85, 23 
31, 48 
10, 65 
5, 42 
50, 76 
68, 52 
33, 11 
0, 18 
40, 1 
91, 90 
80, 34 
98, 20 
55, 91 
97, 98 
41, 98 
77, 33 
74, 45 
29, 47 
39, 96 
39, 74 
64, 92 
31, 32 
89, 78 
37, 12 
24, 30 
5, 56 
40, 86 
96, 74 
71, 42 
30, 3 
16, 7 
38, 20 
50, 97 
1, 4 
41, 8 
57, 79 
98, 54 
20, 99 
17, 44 
20, 52 
80, 21 
22, 55 
90, 21 
39, 92 
79, 99 
45, 97 
1, 26 
95, 80 
16, 86 
74, 60 
18, 80 
96, 65 
3, 38 
24, 13 
5, 35 
67, 23 
15, 2 
75, 4 
46, 41 
65, 30 
1, 87 
19, 98 
20, 81 
82, 25 
24, 93 
18, 64 
49, 98 
7, 48 
48, 14 
75, 90 
5, 97 
67, 34 
71, 55 
76, 15 
88, 27 
20, 40 
12, 7 
61, 40 
83, 25 
85, 20 
3, 5 
61, 63 
99, 18 
36, 22 
55, 19 
40, 52 
29, 76 
56, 11 
31, 84 
52, 52 
58, 31 
85, 54 
11, 78 
56, 77 
5, 91 
94, 5 
43, 26 
68, 34 
34, 57 
94, 37 
24, 29 
63, 65 
31, 65 
1, 75 
12, 2 
44, 88 
61, 95 
22, 24 
85, 78 
21, 32 
53, 78 
99, 24 
68, 12 
41, 33 
34, 88 
21, 18 
90, 58 
98, 47 
50, 25 
3, 53 
53, 31 
82, 89 
13, 87 
73, 24 
11, 37 
6, 81 
42, 34 
15, 53 
28, 88 
93, 50 
0, 0 
21, 54 
22, 6 
47, 40 
57, 47 
49, 48 
37, 81 
39, 77 
17, 94 
43, 12 
38, 6 
24, 95 
31, 17 
55, 2 
30, 90 
51, 19 
64, 46 
72, 81 
80, 62 
58, 96 
7, 94 
35, 88 
4, 44 
90, 97 
3, 16 
65, 30 
34, 57 
84, 57 
84, 67 
73, 64 
79, 21 
58, 95 
21, 44 
61, 55 
78, 87 
17, 84 
23, 86 
21, 57 
93, 44 
45, 26 
29, 6 
76, 24 
15, 85 
47, 61 
39, 99 
58, 94 
49, 58 
58, 9 
92, 8 
0, 16 
47, 73 
57, 26 
10, 4 
85, 97 
55, 68 
80, 24 
84, 38 
26, 54 
98, 91 
48, 51 
76, 33 
98, 19 
44, 34 
22, 47 
32, 57 
25, 62 
78, 60 
4, 99 
62, 77 
40, 98 
7, 70 
45, 91 
98, 81 
15, 99 
14, 15 
31, 74 
71, 91 
45, 77 
14, 13 
75, 67 
17, 40 
74, 33 
78, 28 
90, 80 
24, 39 
96, 64 
70, 80 
6, 67 
64, 49 
40, 92 
42, 12 
73, 23 
62, 0 
94, 31 
71, 89 
67, 71 
17, 16 
6, 98 
39, 33 
75, 12 
14, 56 
85, 5 
63, 82 
74, 96 
61, 18 
31, 4 
57, 70 
83, 19 
65, 59 
17, 29 
50, 96 
76, 64 
1, 23 
71, 29 
64, 93 
98, 37 
43, 16 
98, 25 
88, 13 
95, 54 
63, 33 
0, 23 
54, 96 
71, 75 
40, 97 
48, 31 
30, 27 
70, 49 
68, 42 
60, 84 
71, 32 
29, 36 
20, 72 
69, 46 
61, 89 
61, 13 
73, 81 
91, 73 
59, 46 
0, 73 
89, 7 
59, 63 
73, 64 
30, 51 
35, 97 
49, 92 
20, 22 
91, 56 
5, 19 
21, 99 
44, 22 
5, 20 
49, 99 
69, 66 
42, 58 
2, 28 
61, 96 
85, 82 
4, 6 
86, 56 
45, 29 
75, 96 
63, 76 
86, 49 
17, 46 
61, 50 
38, 47 
81, 19 
31, 39 
72, 75 
18, 26 
81, 69 
76, 61 
39, 65 
95, 99 
35, 83 
25, 6 
89, 63 
32, 82 
2, 21 
15, 13 
87, 28 
78, 48 
43, 29 
14, 41 
85, 99 
41, 28 
25, 42 
30, 20 
11, 14 
18, 42 
66, 32 
7, 26 
13, 59 
95, 76 
2, 0 
72, 71 
35, 18 
40, 70 
5, 62 
38, 83 
94, 99 
37, 5 
51, 86 
50, 78 
48, 24 
80, 84 
66, 5 
41, 57 
82, 48 
59, 27 
44, 74 
98, 61 
11, 4 
46, 87 
45, 93 
80, 5 
20, 56 
47, 53 
85, 96 
61, 42 
34, 30 
86, 90 
96, 71 
27, 86 
79, 15 
35, 72 
23, 32 
57, 48 
53, 53 
13, 65 
49, 97 
65, 61 
48, 86 
66, 14 
88, 37 
95, 49 
9, 9 
2, 6 
45, 1 
68, 99 
57, 60 
2, 23 
23, 13 
11, 81 
55, 82 
60, 82 
85, 87 
47, 71 
32, 86 
20, 82 
53, 39 
3, 24 
25, 12 
39, 17 
71, 40 
96, 29 
64, 83 
59, 16 
22, 31 
59, 65 
54, 19 
0, 22 
26, 12 
